datetime,weekday,weekend,location1,location2,device_type,SSID,RSSI,ping_ms,download_Mbps,upload_Mbps,packet_loss_rate,ping_jitter_ms,ap_code,client,floor_client,building_client
2025-11-21 17:24,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-67,2.35,61.14,170.02,0,0.28,CLIENT_AP_2F207H0055121,14,158,704
2025-11-21 17:25,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.69,80.51,120.18,0,0.11,CLIENT_AP_B2F0155121,2,137,704
2025-11-21 17:26,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-68,2.24,50.73,166.47,0,0.25,CLIENT_AP_2F207H0055121,13,158,707
2025-11-21 17:26,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-66,2.81,137.12,260.74,0,0.23,CLIENT_AP_1F104H0013121,16,179,707
2025-11-21 17:27,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.78,83.49,120.54,0,0.61,CLIENT_AP_B2F0155121,2,143,707
2025-11-21 17:28,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-66,2.57,156.03,258.38,0,0.63,CLIENT_AP_1F104H0013121,16,179,707
2025-11-21 17:28,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-71,41.02,60.28,138.95,0,51.13,CLIENT_AP_2F207H0055121,13,158,707
2025-11-21 17:29,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,37.41,86.76,122.24,0,27.35,CLIENT_AP_B2F0155121,2,143,707
2025-11-21 17:30,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-67,2.77,153.35,254.66,0,0.29,CLIENT_AP_1F104H0013121,16,179,707
2025-11-21 17:30,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-70,2.15,56.66,153.15,0,1.22,CLIENT_AP_2F207H0055121,13,158,707
2025-11-21 17:31,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.88,89.88,116.09,0,0.45,CLIENT_AP_B2F0155121,2,146,707
2025-11-21 17:32,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-67,2.81,151.45,299.14,0,0.26,CLIENT_AP_1F104H0013121,17,174,707
2025-11-21 17:32,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-70,2.15,62.11,167.31,0,0.6,CLIENT_AP_2F207H0055121,13,156,707
2025-11-21 17:33,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2,88.23,114.66,0,0.18,CLIENT_AP_B2F0155121,2,146,707
2025-11-21 17:34,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-66,2.95,142.82,296.98,0,0.22,CLIENT_AP_1F104H0013121,17,174,707
2025-11-21 17:34,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-71,2.79,58.96,160.43,0,1.63,CLIENT_AP_2F207H0055121,13,156,707
2025-11-21 17:35,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.99,91.67,119.75,0,0.31,CLIENT_AP_B2F0155121,2,146,707
2025-11-21 17:36,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-61,3.45,156.11,277.79,0,0.76,CLIENT_AP_1F104H0013121,14,164,662
2025-11-21 17:36,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-71,3.03,55.69,147.54,0,3.72,CLIENT_AP_2F207H0055121,14,158,662
2025-11-21 17:37,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.79,94.65,122.05,0,0.53,CLIENT_AP_B2F0155121,3,134,662
2025-11-21 17:38,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-69,9.88,55.07,173.41,0,13.16,CLIENT_AP_2F207H0055121,14,158,662
2025-11-21 17:38,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-61,5.97,154.82,306.11,0,3.72,CLIENT_AP_1F104H0013121,14,164,662
2025-11-21 17:39,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.9,88.96,114.12,0,0.07,CLIENT_AP_B2F0155121,3,134,662
2025-11-21 17:40,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-61,2.88,108.25,214.71,0,1.02,CLIENT_AP_1F104H0013121,14,164,662
2025-11-21 17:41,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.69,86.31,118.89,0,0.15,CLIENT_AP_B2F0155121,4,133,664
2025-11-21 17:42,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,10.45,155.71,295.58,0,10.18,CLIENT_AP_1F104H0013121,15,172,664
2025-11-21 17:43,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,2.15,83.35,103.09,0,1.08,CLIENT_AP_B2F0155121,4,133,664
2025-11-21 17:44,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-61,19.69,128.67,333.42,0,20.54,CLIENT_AP_1F104H0013121,15,172,664
2025-11-21 17:44,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,2.42,139.06,291.96,0,0.77,CLIENT_AP_2F207H0055121,14,143,664
2025-11-21 17:45,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.76,57.32,87.3,0,1.8,CLIENT_AP_B2F0155121,4,133,664
2025-11-21 17:46,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,6.57,127.5,290.97,0,5.39,CLIENT_AP_1F104H0013121,15,159,655
2025-11-21 17:46,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-57,3.22,120.22,183.47,0,0.77,CLIENT_AP_2F207H0055121,14,148,655
2025-11-21 17:47,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.89,70.11,101.76,0,0.35,CLIENT_AP_B2F0155121,5,135,655
2025-11-21 17:48,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,3.19,153.44,282.43,0,3.55,CLIENT_AP_1F104H0013121,15,159,655
2025-11-21 17:48,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,2.32,120.45,270.38,0,0.55,CLIENT_AP_2F207H0055121,14,148,655
2025-11-21 17:49,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.97,74.52,94.02,0,0.5,CLIENT_AP_B2F0155121,5,135,655
2025-11-21 17:50,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-63,3.66,165.3,298.34,0,1.61,CLIENT_AP_1F104H0013121,15,159,655
2025-11-21 17:50,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-56,2.37,150.69,260.33,0,0.8,CLIENT_AP_2F207H0055121,14,148,655
2025-11-21 17:51,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.68,94.65,121.51,0,0.17,CLIENT_AP_B2F0155121,3,123,647
2025-11-21 17:52,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-56,2.12,147.2,261.35,0,0.22,CLIENT_AP_2F207H0055121,12,151,647
2025-11-21 17:52,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-61,3.51,169.59,302.36,0,1.07,CLIENT_AP_1F104H0013121,15,156,647
2025-11-21 17:53,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,2.06,85.72,112.17,0,0.48,CLIENT_AP_B2F0155121,3,123,647
2025-11-21 17:54,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,2.15,137.32,223.57,0,0.37,CLIENT_AP_2F207H0055121,12,151,647
2025-11-21 17:54,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-60,5.16,159.66,309.64,0,1.65,CLIENT_AP_1F104H0013121,15,156,647
2025-11-21 17:55,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,2.7,79.91,111.61,0,0.7,CLIENT_AP_B2F0155121,3,123,647
2025-11-21 17:56,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,2.1,147.25,305.94,0,0.14,CLIENT_AP_2F207H0055121,12,152,655
2025-11-21 17:56,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-60,3.06,159.36,298.87,0,1.24,CLIENT_AP_1F104H0013121,13,154,655
2025-11-21 17:57,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,2.06,86.51,122.12,0,0.13,CLIENT_AP_B2F0155121,5,126,655
2025-11-21 17:58,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-56,2.05,159.05,255.93,0,0.51,CLIENT_AP_2F207H0055121,12,152,655
2025-11-21 17:58,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-61,2.64,165.76,279.92,0,0.38,CLIENT_AP_1F104H0013121,13,154,655
2025-11-21 17:59,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.75,91.47,125.08,0,4.02,CLIENT_AP_B2F0155121,5,126,655
2025-11-21 18:00,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,2.64,115.67,261.78,0,0.58,CLIENT_AP_2F207H0055121,12,152,655
2025-11-21 18:00,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-61,4.8,163.48,291.21,0,1.34,CLIENT_AP_1F104H0013121,13,154,655
2025-11-21 18:01,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.75,82.04,117.47,0,0.35,CLIENT_AP_B2F0155121,3,119,622
2025-11-21 18:02,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-60,4.94,167.99,305.1,0,35.57,CLIENT_AP_1F104H0013121,11,157,622
2025-11-21 18:02,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,3.21,123.37,295.46,0,7.9,CLIENT_AP_2F207H0055121,12,151,622
2025-11-21 18:03,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.93,86.54,117.85,0,0.08,CLIENT_AP_B2F0155121,3,119,622
2025-11-21 18:04,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,2.9,153.93,306.92,0,114.47,CLIENT_AP_1F104H0013121,11,157,622
2025-11-21 18:05,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.06,88.89,117.33,0.33,5.43,CLIENT_AP_B2F0155121,3,119,622
2025-11-21 18:06,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-61,3.08,133.67,304.63,0,0.5,CLIENT_AP_1F104H0013121,10,148,601
2025-11-21 18:07,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.66,90.63,121.99,0,0.35,CLIENT_AP_B2F0155121,3,110,601
2025-11-21 18:08,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-60,5.23,179.92,298.34,0,120.9,CLIENT_AP_1F104H0013121,10,148,601
2025-11-21 18:08,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,3.55,133.98,185,0,4.79,CLIENT_AP_2F207H0055121,10,152,601
2025-11-21 18:09,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.83,87.76,124.01,0,0.18,CLIENT_AP_B2F0155121,3,110,601
2025-11-21 18:10,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,4.51,126.92,260.96,0,14.79,CLIENT_AP_2F207H0055121,10,152,601
2025-11-21 18:10,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,7.03,149.94,301.47,0,5.24,CLIENT_AP_1F104H0013121,10,148,601
2025-11-21 18:11,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.67,92.87,131.03,0,0.16,CLIENT_AP_B2F0155121,3,109,624
2025-11-21 18:12,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,2.44,148.26,177.52,0,0.27,CLIENT_AP_2F207H0055121,11,150,624
2025-11-21 18:12,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-66,7.05,144.27,239.04,0,6.68,CLIENT_AP_1F104H0013121,12,163,624
2025-11-21 18:13,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.73,96.01,126.79,0,0.11,CLIENT_AP_B2F0155121,3,109,624
2025-11-21 18:14,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,3.18,156.25,272.92,0,1.89,CLIENT_AP_2F207H0055121,11,150,624
2025-11-21 18:14,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,5.97,131.57,257.02,0,4.86,CLIENT_AP_1F104H0013121,12,163,624
2025-11-21 18:15,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.82,95.27,122.21,0,0.19,CLIENT_AP_B2F0155121,3,109,624
2025-11-21 18:16,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,2.35,122.69,227.07,0,0.16,CLIENT_AP_2F207H0055121,11,150,586
2025-11-21 18:16,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-60,2.97,152.64,249.09,0,0.7,CLIENT_AP_1F104H0013121,14,146,586
2025-11-21 18:17,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.6,91.04,124.72,0,0.24,CLIENT_AP_B2F0155121,3,108,586
2025-11-21 18:18,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,14.6,131.1,210.61,0,8.87,CLIENT_AP_1F104H0013121,14,146,586
2025-11-21 18:18,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,2.85,167.91,250.81,0,0.63,CLIENT_AP_2F207H0055121,11,150,586
2025-11-21 18:19,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.49,94.88,124.06,0,2.1,CLIENT_AP_B2F0155121,3,108,586
2025-11-21 18:20,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-61,4.03,121.63,233.84,0,1.77,CLIENT_AP_1F104H0013121,14,146,586
2025-11-21 18:20,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-56,2.06,125.88,156.93,0,0.1,CLIENT_AP_2F207H0055121,11,150,586
2025-11-21 18:21,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,2.08,91.86,127.96,0,4.76,CLIENT_AP_B2F0155121,3,111,606
2025-11-21 18:22,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,4.22,132.63,233.03,0,1.4,CLIENT_AP_1F104H0013121,14,152,606
2025-11-21 18:22,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-57,2.45,113.3,158.15,0,0.37,CLIENT_AP_2F207H0055121,13,157,606
2025-11-21 18:23,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-66,1.83,95.06,128.03,0,0.17,CLIENT_AP_B2F0155121,3,111,606
2025-11-21 18:24,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,3.52,171.03,307.2,0,2.41,CLIENT_AP_1F104H0013121,14,152,606
2025-11-21 18:24,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,2.07,179.4,270.39,0,0.88,CLIENT_AP_2F207H0055121,13,157,606
2025-11-21 18:25,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,2.16,93.38,130.16,0,8.57,CLIENT_AP_B2F0155121,3,111,606
2025-11-21 18:26,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-60,4.08,188.6,307.96,0,4.57,CLIENT_AP_1F104H0013121,13,153,594
2025-11-21 18:26,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,2.41,148.66,253.07,0,0.41,CLIENT_AP_2F207H0055121,14,152,594
2025-11-21 18:27,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.82,92.48,113.95,0,0.26,CLIENT_AP_B2F0155121,3,111,594
2025-11-21 18:28,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,9.79,187.97,311,0,10.8,CLIENT_AP_1F104H0013121,13,153,594
2025-11-21 18:28,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,2.32,103.79,164.93,0,0.41,CLIENT_AP_2F207H0055121,14,152,594
2025-11-21 18:29,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.89,93.35,128.05,0,0.25,CLIENT_AP_B2F0155121,3,111,594
2025-11-21 18:30,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,4.62,197.19,320,0,4.61,CLIENT_AP_1F104H0013121,13,153,594
2025-11-21 18:30,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,2.49,130.88,260.96,0,0.15,CLIENT_AP_2F207H0055121,14,152,594
2025-11-21 18:31,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.97,97.52,126.67,0,0.29,CLIENT_AP_B2F0155121,3,109,595
2025-11-21 18:32,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-65,2.88,233.85,355.79,0,0.75,CLIENT_AP_1F104H0013121,12,151,595
2025-11-21 18:32,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,3.04,116.74,253.64,0,0.32,CLIENT_AP_2F207H0055121,13,157,595
2025-11-21 18:33,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.74,97.31,119.42,0,0.12,CLIENT_AP_B2F0155121,3,109,595
2025-11-21 18:34,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,3.9,148.11,216.82,0,1.75,CLIENT_AP_2F207H0055121,13,157,595
2025-11-21 18:34,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-60,5.93,188.8,310.11,0,3.5,CLIENT_AP_1F104H0013121,12,151,595
2025-11-21 18:35,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.91,87.99,127.22,0,10.17,CLIENT_AP_B2F0155121,3,109,595
2025-11-21 18:36,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,3.53,147.57,226.89,0,2.77,CLIENT_AP_2F207H0055121,13,150,584
2025-11-21 18:36,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,6.93,261.28,351.85,0,2.13,CLIENT_AP_1F104H0013121,15,145,584
2025-11-21 18:37,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.68,91.57,128.41,0,0.2,CLIENT_AP_B2F0155121,3,104,584
2025-11-21 18:38,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-61,2.83,203.61,358.08,0,0.73,CLIENT_AP_1F104H0013121,15,145,584
2025-11-21 18:38,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-53,2.15,158.66,239.23,0,0.4,CLIENT_AP_2F207H0055121,13,150,584
2025-11-21 18:39,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.58,102.06,128.21,0,0.22,CLIENT_AP_B2F0155121,3,104,584
2025-11-21 18:40,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,2.3,157.79,149.94,0,0.3,CLIENT_AP_2F207H0055121,13,150,584
2025-11-21 18:40,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-60,3.1,243.2,356.75,0,1,CLIENT_AP_1F104H0013121,15,145,584
2025-11-21 18:41,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.78,96.03,128.51,0,0.21,CLIENT_AP_B2F0155121,6,110,594
2025-11-21 18:42,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,2.12,153.48,287.44,0,0.27,CLIENT_AP_2F207H0055121,13,151,594
2025-11-21 18:42,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,2.72,235.33,356.82,0,0.33,CLIENT_AP_1F104H0013121,16,148,594
2025-11-21 18:43,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.71,102.26,122.87,0,0.15,CLIENT_AP_B2F0155121,6,110,594
2025-11-21 18:44,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,2.41,157.36,186.98,0,12.34,CLIENT_AP_2F207H0055121,13,151,594
2025-11-21 18:44,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,2.58,231.07,359.94,0,0.22,CLIENT_AP_1F104H0013121,16,148,594
2025-11-21 18:45,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-64,1.85,95.26,133.88,0,0.16,CLIENT_AP_B2F0155121,6,110,594
2025-11-21 18:46,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,1.97,158.93,264.03,0,0.21,CLIENT_AP_2F207H0055121,13,149,589
2025-11-21 18:46,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-61,2.67,177.43,285.31,0,0.29,CLIENT_AP_1F104H0013121,18,152,589
2025-11-21 18:47,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.82,95.31,127.35,0,0.3,CLIENT_AP_B2F0155121,3,104,589
2025-11-21 18:48,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,2.6,225.91,360.83,0,0.5,CLIENT_AP_1F104H0013121,18,152,589
2025-11-21 18:48,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,2.3,154.22,231.2,0,0.27,CLIENT_AP_2F207H0055121,13,149,589
2025-11-21 18:49,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.64,93.96,131.55,0,10.25,CLIENT_AP_B2F0155121,3,104,589
2025-11-21 18:50,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,2.26,137.06,274.52,0,0.3,CLIENT_AP_2F207H0055121,13,149,589
2025-11-21 18:50,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-62,2.85,226.97,362.96,0,1.19,CLIENT_AP_1F104H0013121,18,152,589
2025-11-21 18:51,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.91,92.7,130.25,0,0.2,CLIENT_AP_B2F0155121,4,109,585
2025-11-21 18:52,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,2.05,130.99,236.31,0,0.64,CLIENT_AP_2F207H0055121,12,149,585
2025-11-21 18:52,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-60,5.21,216.05,364.45,0,4.9,CLIENT_AP_1F104H0013121,19,148,585
2025-11-21 18:53,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.69,91.43,130.06,0,0.19,CLIENT_AP_B2F0155121,4,109,585
2025-11-21 18:54,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-60,3.11,223.34,327.09,0,1.09,CLIENT_AP_1F104H0013121,19,148,585
2025-11-21 18:54,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,2.16,127.87,302.75,0,0.24,CLIENT_AP_2F207H0055121,12,149,585
2025-11-21 18:55,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.91,77.13,114.27,0,0.26,CLIENT_AP_B2F0155121,4,109,585
2025-11-21 18:56,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,3.41,169.33,255.31,0,5.94,CLIENT_AP_2F207H0055121,13,156,582
2025-11-21 18:57,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.93,79.32,129.44,0,0.61,CLIENT_AP_B2F0155121,3,110,582
2025-11-21 18:58,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,2.03,143.99,198.62,0,0.16,CLIENT_AP_2F207H0055121,13,156,582
2025-11-21 18:58,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-61,2.5,227.67,332.29,0,0.77,CLIENT_AP_1F104H0013121,19,146,582
2025-11-21 18:59,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.77,95.2,130.63,0,9.67,CLIENT_AP_B2F0155121,3,110,582
2025-11-21 19:01,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.7,87.18,112.8,0,0.25,CLIENT_AP_B2F0155121,6,123,584
2025-11-21 19:02,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,2.31,150.51,217.91,0,0.36,CLIENT_AP_2F207H0055121,13,153,584
2025-11-21 19:02,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-60,3.14,220.79,364.44,0,2.2,CLIENT_AP_1F104H0013121,19,136,584
2025-11-21 19:03,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.63,93.75,129.59,0,0.18,CLIENT_AP_B2F0155121,6,123,584
2025-11-21 19:04,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-54,6.6,140.48,234.71,0,11.5,CLIENT_AP_2F207H0055121,13,153,584
2025-11-21 19:04,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-61,13.39,240.67,360.92,0,8.74,CLIENT_AP_1F104H0013121,19,136,584
2025-11-21 19:05,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.59,94.61,125.68,0,4.96,CLIENT_AP_B2F0155121,6,123,584
2025-11-21 19:07,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.87,97.46,130.15,0,0.26,CLIENT_AP_B2F0155121,3,117,588
2025-11-21 19:08,5,0,"(36.370219, 127.346266)",도서관2F,노트북2,CNU WiFi,-55,2.1,162.45,234.08,0,0.66,CLIENT_AP_2F207H0055121,14,148,588
2025-11-21 19:08,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-60,10.12,219.73,367.11,0,4.92,CLIENT_AP_1F104H0013121,22,149,588
2025-11-21 19:09,5,0,"(36.369872, 127.346647)",도서관B2,라즈베리파이,CNU WiFi,-65,1.64,100.45,127.42,0,0.36,CLIENT_AP_B2F0155121,3,117,588
2025-11-21 19:10,5,0,"(36.370334, 127.345657)",도서관1F,노트북1,CNU WiFi,-60,10.02,189.2,301.71,0,5.03,CLIENT_AP_1F104H0013121,22,149,588
